Movie Name,Genre,Studio,Country,Primary Language,Release Year,Duration,Avg Rating,Raters,Fans,Watched,Lists,Likes
The Thin Man,Mystery,Metro-Goldwyn-Mayer,USA,English,1934,"
					
					91 mins",3.95,"27,391 ratings",473 fans,"42,179 members","25,237 lists","13,545 members"
The Mauritanian,Thriller,30WEST,UK,English,2021,"
					
					129 mins",3.62,"39,152 ratings",59 fans,"49,655 members","10,655 lists","10,104 members"
Head-On,Drama,Corazón International,Germany,German,2004,"
					
					117 mins",4.01,"33,312 ratings",1.6K fans,"48,357 members","14,758 lists","14,765 members"
Beverly Hills Chihuahua,Family,Walt Disney Pictures,USA,English,2008,"
					
					91 mins",2.3,"52,915 ratings",202 fans,"142,771 members","10,028 lists","10,293 members"
The Perfect Storm,Adventure,Baltimore/Spring Creek Pictures,USA,English,2000,"
					
					130 mins",3.11,"51,365 ratings",70 fans,"98,469 members","12,240 lists","10,176 members"
Promare,Action,TRIGGER,Japan,Japanese,2019,"
					
					111 mins",3.76,"34,327 ratings",867 fans,"46,737 members","11,842 lists","16,223 members"
J. Edgar,Crime,Imagine Entertainment,USA,English,2011,"
					
					137 mins",2.89,"40,555 ratings",6 fans,"68,642 members","11,679 lists","5,420 members"
Noelle,Comedy,Walt Disney Pictures,USA,English,2019,"
					
					100 mins",2.75,"44,424 ratings",9 fans,"70,202 members","15,000 lists","9,689 members"
The Kindergarten Teacher,Drama,Maven Screen Media,Canada,English,2018,"
					
					96 mins",3.49,"34,710 ratings",50 fans,"48,652 members","10,548 lists","9,217 members"
In This Corner of the World,Animation,GENCO,Japan,Japanese,2016,"
					
					130 mins",4.04,"26,550 ratings",493 fans,"38,466 members","13,564 lists","12,583 members"
The Stranger,Thriller,Anonymous Content,Australia,English,2022,"
					
					117 mins",3.47,"37,906 ratings",50 fans,"46,172 members","9,409 lists","9,688 members"
Blue Jean,Drama,BBC Film,UK,English,2022,"
					
					97 mins",3.82,"26,687 ratings",287 fans,"32,699 members","13,045 lists","10,380 members"
Motherless Brooklyn,Drama,Class 5 Films,USA,English,2019,"
					
					145 mins",3.18,"38,952 ratings",59 fans,"52,107 members","10,858 lists","8,704 members"
Chariots of Fire,History,Enigma Productions,UK,English,1981,"
					
					124 mins",3.37,"29,512 ratings",170 fans,"51,608 members","26,062 lists","6,790 members"
The Mother and the Whore,Comedy,V.M. Productions,France,French,1973,"
					
					219 mins",4.15,"12,885 ratings",517 fans,"19,606 members","20,374 lists","6,854 members"
Barking Dogs Never Bite,Drama,CJ Entertainment,South Korea,Korean,2000,"
					
					110 mins",3.53,"26,629 ratings",79 fans,"35,685 members","14,504 lists","8,898 members"
I Spit on Your Grave,Thriller,Anchor Bay Films,USA,English,2010,"
					
					103 mins",2.49,"48,150 ratings",103 fans,"78,987 members","13,358 lists","7,621 members"
"Ruby Gillman, Teenage Kraken",Comedy,DreamWorks Animation,USA,English,2023,"
					
					91 mins",2.5,"39,617 ratings",34 fans,"47,179 members","15,410 lists","6,321 members"
Hard to Be a God,Science Fiction,Sever Studio,Russian Federation,Russian,2013,"
					
					177 mins",3.83,"12,284 ratings",317 fans,"18,329 members","14,859 lists","5,149 members"
Children of Heaven,Family,Kanoon,Iran,Persian (Farsi),1997,"
					
					89 mins",4.11,"27,088 ratings",553 fans,"41,933 members","14,444 lists","12,648 members"
Serenity,Drama,Nebulastar,UK,English,2019,"
					
					102 mins",2.1,"38,309 ratings",19 fans,"52,912 members","11,783 lists","4,993 members"
Four Brothers,Action,Paramount,USA,English,2005,"
					
					109 mins",3.17,"50,909 ratings",260 fans,"87,249 members","9,813 lists","13,618 members"
Bean,Adventure,Working Title Films,UK,English,1997,"
					
					89 mins",3.15,"57,318 ratings",71 fans,"126,219 members","8,041 lists","13,189 members"
The Adventures of Robin Hood,History,Warner Bros. Pictures,USA,English,1938,"
					
					102 mins",3.85,"31,396 ratings",278 fans,"55,937 members","27,092 lists","12,897 members"
Confessions of a Dangerous Mind,Comedy,Miramax,Canada,English,2002,"
					
					113 mins",3.43,"32,805 ratings",44 fans,"55,754 members","11,005 lists","8,743 members"
Words Bubble Up Like Soda Pop,Romance,Signal.MD,Japan,Japanese,2020,"
					
					88 mins",3.45,"43,075 ratings",366 fans,"57,012 members","9,235 lists","15,395 members"
I Am Number Four,Adventure,Touchstone Pictures,India,English,2011,"
					
					109 mins",2.3,"58,300 ratings",56 fans,"130,719 members","8,233 lists","7,600 members"
Lethal Weapon 3,Thriller,Silver Pictures,USA,English,1992,"
					
					118 mins",3.19,"52,277 ratings",31 fans,"101,469 members","13,661 lists","13,970 members"
"It’s a Mad, Mad, Mad, Mad World",Action,United Artists,USA,English,1963,"
					
					197 mins",3.69,"26,817 ratings",403 fans,"45,492 members","17,617 lists","10,991 members"
Night Moves,Crime,Layton Productions,USA,English,1975,"
					
					100 mins",3.74,"26,681 ratings",75 fans,"37,036 members","15,393 lists","10,038 members"
Studio 666,Music,Roswell Films,USA,English,2022,"
					
					106 mins",2.73,"34,051 ratings",72 fans,"41,333 members","13,048 lists","9,672 members"
The Swimmers,Drama,Working Title Films,Turkey,English,2022,"
					
					134 mins",3.66,"44,410 ratings",111 fans,"56,972 members","7,576 lists","12,739 members"
River’s Edge,Thriller,Island,USA,English,1986,"
					
					100 mins",3.5,"23,428 ratings",190 fans,"34,744 members","11,744 lists","9,171 members"
The Mission,Drama,AMLF,France,English,1986,"
					
					126 mins",3.66,"31,053 ratings",232 fans,"50,152 members","16,889 lists","9,480 members"
St. Elmo’s Fire,Romance,Columbia Pictures,USA,English,1985,"
					
					110 mins",3.0,"33,952 ratings",318 fans,"58,260 members","13,475 lists","9,770 members"
Transit,Drama,Schramm Film,France,German,2018,"
					
					102 mins",3.86,"28,814 ratings",197 fans,"39,188 members","14,010 lists","10,805 members"
Nocturne,Horror,Blumhouse Television,USA,English,2020,"
					
					90 mins",2.8,"37,940 ratings",61 fans,"47,407 members","10,947 lists","7,066 members"
The Immigrant,Drama,Kingsgate Films,USA,English,2013,"
					
					117 mins",3.55,"28,534 ratings",24 fans,"43,656 members","11,508 lists","7,576 members"
Heavy Metal,Science Fiction,Canadian Film Development Corporation,Canada,English,1981,"
					
					90 mins",3.31,"30,795 ratings",251 fans,"51,841 members","15,681 lists","11,970 members"
Twitches,Drama,,USA,English,2005,"
					
					86 mins",3.02,"42,146 ratings",51 fans,"113,305 members","17,122 lists","14,786 members"
The Dirty Dozen,Adventure,Seven Arts Pictures,UK,English,1967,"
					
					150 mins",3.81,"31,912 ratings",84 fans,"51,297 members","17,578 lists","11,978 members"
A City of Sadness,Drama,ERA International,Hong Kong,Chinese,1989,"
					
					159 mins",4.13,"10,647 ratings",180 fans,"16,093 members","17,724 lists","5,056 members"
Son of the White Mare,Adventure,Pannónia Filmstúdió,Hungary,Hungarian,1981,"
					
					86 mins",4.19,"13,626 ratings",359 fans,"19,121 members","16,123 lists","8,092 members"
Suffragette,Drama,Ruby Films,France,English,2015,"
					
					106 mins",3.32,"40,840 ratings",63 fans,"72,878 members","10,177 lists","10,024 members"
November,Romance,Homeless Bob Production,Estonia,Estonian,2017,"
					
					115 mins",3.8,"15,531 ratings",327 fans,"20,895 members","16,503 lists","6,857 members"
A New Leaf,Romance,Elkins Entertainment,USA,English,1971,"
					
					102 mins",3.91,"21,935 ratings",338 fans,"30,336 members","17,099 lists","11,401 members"
Perfect Sense,Drama,BBC Film,Germany,English,2011,"
					
					93 mins",3.57,"29,471 ratings",319 fans,"45,476 members","8,435 lists","10,587 members"
Nowhere Boy,Drama,Lipsync Productions,Canada,English,2009,"
					
					98 mins",3.36,"35,137 ratings",219 fans,"58,823 members","9,784 lists","11,121 members"
The Boys in the Band,Drama,Ryan Murphy Productions,USA,English,2020,"
					
					121 mins",3.38,"39,188 ratings",348 fans,"53,150 members","11,259 lists","11,384 members"
A Field in England,Thriller,Rook Films,UK,English,2013,"
					
					90 mins",3.43,"25,670 ratings",220 fans,"36,234 members","17,488 lists","8,802 members"
Slums of Beverly Hills,Comedy,Fox Searchlight Pictures,USA,English,1998,"
					
					91 mins",3.52,"23,087 ratings",220 fans,"37,196 members","10,886 lists","10,560 members"
Osmosis Jones,Action,Conundrum Entertainment,USA,English,2001,"
					
					95 mins",2.98,"50,082 ratings",60 fans,"117,612 members","9,078 lists","13,178 members"
Monsters,Drama,Vertigo Films,UK,English,2010,"
					
					94 mins",3.21,"39,650 ratings",59 fans,"62,213 members","13,374 lists","9,687 members"
Living in Oblivion,Comedy,JDI productions,USA,English,1995,"
					
					90 mins",3.85,"26,205 ratings",230 fans,"37,865 members","12,025 lists","12,546 members"
From Here to Eternity,War,Columbia Pictures,USA,English,1953,"
					
					118 mins",3.76,"24,752 ratings",78 fans,"39,118 members","29,855 lists","7,673 members"
xXx,Action,Columbia Pictures,USA,English,2002,"
					
					124 mins",2.49,"57,706 ratings",53 fans,"122,482 members","9,294 lists","8,583 members"
In the Line of Fire,Drama,Castle Rock Entertainment,USA,English,1993,"
					
					128 mins",3.5,"44,011 ratings",27 fans,"71,306 members","12,365 lists","12,242 members"
Elizabethtown,Drama,Paramount,Germany,English,2005,"
					
					123 mins",2.93,"34,515 ratings",390 fans,"70,599 members","10,715 lists","9,303 members"
Luther: The Fallen Sun,Crime,Chernin Entertainment,UK,English,2023,"
					
					129 mins",2.89,"47,927 ratings",18 fans,"59,024 members","8,161 lists","8,143 members"
The Wrong Missy,Comedy,QC Entertainment,USA,English,2020,"
					
					90 mins",2.15,"52,821 ratings",69 fans,"77,805 members","9,622 lists","7,961 members"
The Taste of Tea,Comedy,AOI Pro.,Japan,Japanese,2004,"
					
					143 mins",4.12,"11,615 ratings",861 fans,"16,681 members","10,648 lists","7,382 members"
Fist of Fury,Action,Orange Sky Golden Harvest,Hong Kong,Chinese,1972,"
					
					108 mins",3.63,"33,082 ratings",116 fans,"54,892 members","16,912 lists","12,775 members"
The House with a Clock in Its Walls,Fantasy,Amblin Entertainment,Canada,English,2018,"
					
					105 mins",2.72,"44,868 ratings",15 fans,"71,282 members","12,721 lists","8,668 members"
Midway,Action,AGC Studios,Canada,English,2019,"
					
					138 mins",2.82,"47,928 ratings",113 fans,"64,345 members","12,340 lists","8,947 members"
House at the End of the Street,Horror,A Bigger Boat,USA,English,2012,"
					
					101 mins",2.31,"51,754 ratings",20 fans,"92,101 members","10,372 lists","6,256 members"
Cargo,Horror,Metrol Technology,Australia,English,2017,"
					
					105 mins",3.1,"46,476 ratings",46 fans,"66,202 members","12,125 lists","9,881 members"
Gods of Egypt,Adventure,Thunder Road,Australia,English,2016,"
					
					127 mins",1.91,"54,341 ratings",38 fans,"85,853 members","9,685 lists","6,330 members"
The Summit of the Gods,Mystery,Julianne Films,France,French,2021,"
					
					95 mins",4.0,"31,630 ratings",393 fans,"38,733 members","11,490 lists","13,816 members"
80 for Brady,Drama,199 Productions,USA,English,2023,"
					
					98 mins",2.9,"33,889 ratings",42 fans,"42,425 members","14,117 lists","9,743 members"
Krisha,Drama,Hoody Boy Productions,USA,English,2015,"
					
					81 mins",3.7,"24,486 ratings",48 fans,"32,668 members","17,661 lists","8,205 members"
Miss Sloane,Drama,FilmNation Entertainment,France,English,2016,"
					
					133 mins",3.65,"39,958 ratings",264 fans,"57,138 members","9,313 lists","12,036 members"
Deerskin,Comedy,Atelier de Production,Belgium,French,2019,"
					
					77 mins",3.59,"34,551 ratings",134 fans,"45,712 members","11,833 lists","11,273 members"
Big Fat Liar,Comedy,Tollin/Robbins Productions,USA,English,2002,"
					
					88 mins",2.82,"47,178 ratings",143 fans,"124,212 members","10,302 lists","13,073 members"
Nightbreed,Fantasy,Seraphim Films,USA,English,1990,"
					
					120 mins",3.26,"29,581 ratings",192 fans,"42,886 members","17,701 lists","11,160 members"
The Gospel According to St. Matthew,Drama,Arco Film,Italy,Italian,1964,"
					
					137 mins",4.02,"19,917 ratings",327 fans,"30,089 members","21,450 lists","8,669 members"
The Boat That Rocked,Drama,Universal Pictures,UK,English,2009,"
					
					135 mins",3.58,"43,561 ratings",640 fans,"77,253 members","10,403 lists","15,546 members"
The Return,Drama,Ren Film,Russian Federation,Russian,2003,"
					
					111 mins",4.13,"25,103 ratings",564 fans,"36,303 members","15,283 lists","10,882 members"
The Grandmaster,Action,Jet Tone Films,China,Chinese,2013,"
					
					130 mins",3.54,"29,536 ratings",91 fans,"43,245 members","15,442 lists","8,977 members"
Good Grief,Comedy,Not a Real Production Company,UK,English,2023,"
					
					101 mins",2.98,"35,953 ratings",32 fans,"42,816 members","7,730 lists","7,725 members"
Notes on a Scandal,Drama,Fox Searchlight Pictures,USA,English,2006,"
					
					92 mins",3.66,"36,093 ratings",133 fans,"55,245 members","11,476 lists","10,619 members"
The Masque of the Red Death,Drama,Alta Vista Productions,USA,English,1964,"
					
					90 mins",3.61,"24,191 ratings",97 fans,"36,694 members","22,358 lists","9,978 members"
Law of Desire,Comedy,Laurenfilm,Spain,Spanish,1987,"
					
					102 mins",3.78,"30,291 ratings",467 fans,"41,924 members","14,175 lists","12,596 members"
Dragon Ball Super: Super Hero,Animation,Toei Animation,Japan,Japanese,2022,"
					
					99 mins",3.43,"44,827 ratings",196 fans,"53,559 members","11,149 lists","17,722 members"
Antebellum,Horror,Lionsgate,USA,English,2020,"
					
					105 mins",2.65,"38,275 ratings",41 fans,"50,909 members","12,034 lists","6,228 members"
Barbie in A Mermaid Tale,Fantasy,Rainmaker Entertainment,USA,English,2010,"
					
					75 mins",3.61,"47,210 ratings",310 fans,"103,046 members","14,132 lists","19,032 members"
White Oleander,Drama,John Wells Productions,Germany,English,2002,"
					
					109 mins",3.73,"23,442 ratings",1.4K fans,"37,029 members","10,092 lists","12,561 members"
Chitty Chitty Bang Bang,Family,United Artists,UK,English,1968,"
					
					144 mins",3.41,"42,664 ratings",426 fans,"102,524 members","16,009 lists","15,044 members"
8 Women,Thriller,Fidélité Productions,France,French,2002,"
					
					111 mins",3.72,"27,129 ratings",570 fans,"42,750 members","13,587 lists","11,380 members"
The Party,Comedy,Adventure Pictures,Denmark,English,2017,"
					
					71 mins",3.33,"29,702 ratings",144 fans,"39,777 members","8,936 lists","8,371 members"
Charlie Wilson’s War,Drama,Universal Pictures,Germany,English,2007,"
					
					102 mins",3.23,"42,584 ratings",19 fans,"71,590 members","11,639 lists","8,728 members"
Choose Love,Comedy,Front Row Films,USA,English,2023,"
					
					77 mins",1.67,"39,882 ratings",5 fans,"50,612 members","6,375 lists","3,361 members"
Light Sleeper,Drama,Fine Line Features,USA,English,1992,"
					
					103 mins",3.7,"23,439 ratings",109 fans,"31,655 members","10,906 lists","9,446 members"
Devil in a Blue Dress,Thriller,Mundy Lane Entertainment,USA,English,1995,"
					
					102 mins",3.66,"28,015 ratings",75 fans,"39,157 members","14,522 lists","11,318 members"
St. Vincent,Comedy,Chernin Entertainment,USA,English,2014,"
					
					102 mins",3.36,"48,207 ratings",57 fans,"79,359 members","9,009 lists","12,417 members"
