Movie Name,Genre,Studio,Country,Primary Language,Release Year,Avg Rating,Raters,Fans,Watched,Lists,Likes,Duration (minutes)
13 Going on 30,Comedy,Columbia Pictures,USA,English,2004,3.57,620327,12000,1134791,134624,298520,98
Ant-Man and the Wasp,Adventure,Marvel Studios,USA,English,2018,2.9,746282,231,1318215,191776,208658,119
Fallen Angels,Crime,Jet Tone Production,Hong Kong,Cantonese,1995,4.19,346298,25000,457749,128225,201850,98
School of Rock,Music,Paramount,USA,English,2003,3.75,671445,9600,1323852,101117,329955,110
Good Time,Thriller,Elara Pictures,USA,English,2017,4.0,510249,8300,671857,140857,236687,102
John Wick: Chapter 2,Crime,Thunder Road,USA,English,2017,3.69,677236,1400,1052381,100439,275696,122
The Green Mile,Drama,Warner Bros. Pictures,USA,English,1999,4.22,573587,10000,986156,111474,276519,189
Memories of Murder,Thriller,CJ Entertainment,South Korea,Korean,2003,4.41,416364,17000,539906,151263,211146,131
"Three Billboards Outside Ebbing, Missouri",Crime,Blueprint Pictures,UK,English,2017,4.03,594082,5400,869356,121736,268831,115
Grave of the Fireflies,War,Studio Ghibli,Japan,Japanese,1988,4.45,433345,9400,649104,149582,238602,89
Ready Player One,Science Fiction,Amblin Entertainment,USA,English,2018,3.24,706709,5000,1129667,105773,239911,140
Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),Action,Warner Bros. Pictures,USA,English,2020,3.04,635345,2600,962208,144751,211183,109
Top Gun,Drama,Paramount,USA,English,1986,3.37,612953,5100,987039,95758,209603,110
Palm Springs,Romance,Limelight,USA,English,2020,3.76,533280,3900,727577,124343,238339,90
Frances Ha,Drama,Scott Rudin Productions,Brazil,English,2012,4.03,408673,20000,567307,142601,220149,86
Silver Linings Playbook,Romance,The Weinstein Company,USA,English,2012,3.67,626740,7400,1115563,104517,258524,122
Citizen Kane,Drama,Mercury Productions,USA,English,1941,4.21,413011,4800,672083,166192,184241,119
The Lego Movie,Family,Village Roadshow Pictures,Australia,English,2014,3.79,696890,5400,1292384,106338,315982,100
Thor: The Dark World,Action,Marvel Studios,USA,English,2013,2.22,747647,108,1410055,180836,140321,112
It Chapter Two,Horror,New Line Cinema,USA,English,2019,2.88,704691,1100,1150293,104768,195961,169
Smile,Horror,Paramount Players,USA,English,2022,2.82,583810,450,740342,96804,122511,115
Guillermo del Toro’s Pinocchio,Family,The Jim Henson Company,USA,English,2022,3.98,488667,2100,613004,127574,221333,117
Ant-Man and the Wasp: Quantumania,Adventure,Marvel Studios,USA,English,2023,2.26,574343,87,734976,174314,89161,125
Zombieland,Comedy,Pariah,USA,English,2009,3.53,692231,2400,1251088,94847,293673,88
Akira,Animation,MBS,Japan,Japanese,1988,4.27,465453,16000,687106,140665,268412,124
Midnight in Paris,Comedy,Pontchartrain Productions,France,English,2011,3.71,503970,8500,842061,103667,223568,94
Scream,Thriller,Paramount,USA,English,2022,3.21,537698,1700,733458,163575,184467,114
Beau Is Afraid,Fantasy,A24,Finland,English,2023,3.44,360736,2500,437882,132829,119786,179
Rear Window,Mystery,Paramount,USA,English,1954,4.38,471307,13000,727032,184623,258831,115
Scream VI,Crime,Radio Silence,USA,English,2023,3.39,507653,2500,628388,164788,190735,123
John Wick: Chapter 3 – Parabellum,Crime,Thunder Road,USA,English,2019,3.68,617680,1500,917550,109129,246223,131
Elemental,Comedy,Walt Disney Pictures,USA,English,2023,3.31,534819,1200,665912,122518,164268,102
mid90s,Drama,Waypoint Entertainment,USA,English,2018,3.77,467554,13000,639600,107413,229400,86
Love Actually,Drama,Working Title Films,France,English,2003,3.44,545432,5200,979631,113339,214330,135
Ford v Ferrari,Drama,20th Century Fox,USA,English,2019,3.95,558555,6200,774294,112332,240593,153
The Princess Bride,Adventure,The Princess Bride Ltd.,USA,English,1987,4.05,523076,23000,932439,154527,320170,99
Ready or Not,Comedy,Mythology Entertainment,USA,English,2019,3.54,520786,4100,709049,129777,212125,95
Minari,Drama,Plan B Entertainment,USA,English,2020,4.09,383475,3300,495598,123086,169859,115
Snowpiercer,Drama,CJ Entertainment,Czechia,Korean,2013,3.69,566375,2300,887003,105489,223694,127
Hot Fuzz,Action,Big Talk Studios,France,English,2007,4.08,589654,16000,949887,134433,311202,121
Carrie,Horror,United Artists,USA,English,1976,3.85,447609,5600,750119,181661,220735,98
Green Book,Drama,Participant,USA,English,2018,3.72,563172,4700,833302,96972,215855,130
Leave the World Behind,Thriller,Esmail Corp,USA,English,2023,2.86,520677,210,616170,63589,99501,142
M3GAN,Horror,Atomic Monster,USA,English,2022,2.81,513109,311,636487,102405,123962,102
Room,Drama,Téléfilm Canada,Canada,English,2015,3.97,578713,2400,956283,106958,250590,118
Mulan,Family,Walt Disney Pictures,USA,English,1998,4.09,624787,7200,1324285,116508,342827,88
V for Vendetta,Thriller,Virtual Studios,Germany,English,2005,3.84,569645,9100,1031672,92258,263215,132
Saw,Crime,Twisted Pictures,USA,English,2004,3.62,574431,11000,939284,146950,224264,103
The Texas Chain Saw Massacre,Horror,Vortex,USA,English,1974,3.85,457821,12000,698178,193532,209517,83
21 Jump Street,Crime,Columbia Pictures,USA,English,2012,3.58,639952,2200,1189239,76073,260311,109
A Quiet Place Part II,Horror,Paramount,USA,English,2020,3.44,575462,324,825681,98072,186375,96
Shiva Baby,Comedy,Neon Heart Productions,USA,English,2020,3.85,404234,5500,502568,109916,174364,78
Pitch Perfect,Music,Brownstone Productions,USA,English,2012,3.48,599293,15000,1180048,97378,254610,112
The Green Knight,Adventure,A24,Canada,English,2021,3.69,412740,3600,528417,129619,160564,130
Children of Men,Action,Universal Pictures,UK,English,2006,4.3,460150,14000,695195,135900,236304,109
Civil War,Drama,DNA Films,Finland,English,2024,3.69,403862,1500,454213,97182,141363,109
Notting Hill,Comedy,Notting Hill Pictures,UK,English,1999,3.63,495678,12000,841953,109838,218388,124
No Time to Die,Action,EON Productions,UK,English,2021,3.5,548890,679,776708,110828,171782,163
Nomadland,Drama,Cor Cordium Productions,USA,English,2020,3.83,413065,2300,559209,123826,150119,108
The Curious Case of Benjamin Button,Romance,Paramount,USA,English,2008,3.62,552896,4400,1048594,105218,206239,166
Blue Velvet,Thriller,DEG,USA,English,1986,4.09,366553,9800,548538,159962,181917,120
Gravity,Thriller,Esperanto Filmoj,UK,English,2013,3.5,613740,1200,1100550,98995,208449,91
How to Lose a Guy in 10 Days,Comedy,Paramount,USA,English,2003,3.58,506732,16000,841036,114552,236868,116
Phantom Thread,Drama,Focus Features,China,English,2017,4.14,384374,12000,529103,162889,178537,130
Sicario,Action,Thunder Road,Hong Kong,English,2015,3.97,534009,4400,756532,125745,219543,122
The Rocky Horror Picture Show,Science Fiction,Michael White Productions,UK,English,1975,4.0,416034,21000,709922,156942,258630,100
Carol,Romance,Killer Films,UK,English,2015,4.01,372520,13000,556790,138404,191472,118
Bird Box,Thriller,Bluegrass Films,USA,English,2018,2.85,709603,407,1238499,56419,158783,124
Fantastic Beasts and Where to Find Them,Adventure,Heyday Films,UK,English,2016,3.13,685528,606,1326421,71158,208769,132
Mission: Impossible – Dead Reckoning Part One,Action,Paramount,USA,English,2023,3.74,470628,634,581178,156394,172186,164
Come and See,War,Belarusfilm,USSR,Russian,1985,4.64,243027,12000,309716,133644,128776,142
It Follows,Horror,Two Flints,USA,English,2014,3.48,511652,2700,763976,134935,194199,101
Boyhood,Drama,Detour Filmproduction,USA,English,2014,3.83,422584,6000,699037,120901,178046,166
Dungeons & Dragons: Honor Among Thieves,Comedy,Entertainment One,Canada,English,2023,3.52,477748,821,583655,109306,180745,134
Evil Dead Rise,Horror,Warner Bros. Pictures,Ireland,English,2023,3.18,480433,1100,571964,124899,147507,96
I’m Thinking of Ending Things,Mystery,Likely Story,USA,English,2020,3.48,391165,4900,544153,106696,141936,135
Pretty Woman,Romance,Touchstone Pictures,USA,English,1990,3.62,501162,7400,897470,100098,211964,119
Another Round,Drama,Zentropa Entertainments,Denmark,Danish,2020,4.08,435748,6100,555030,107900,193367,117
The Maze Runner,Science Fiction,Ingenious Media,USA,English,2014,3.31,564892,6700,1051249,58944,186595,113
